budget	eps	target	goal	poison	target_loss_reinit	target_acc_reinit	target_loss_rerun	target_acc_rerun	brewed_loss	optim	iter	loss	tau	centreg	normreg	repel	init	pbatch	ens	vruns	pshuffle	paugment	step	full_data	stagger	maxepoch	nadapt	data_aug	epochs	lr	poison_loss	restarts	step_decay	ablation	benchmark_idx	target_mloss_reinit	target_macc_reinit	target_mloss_rerun	target_macc_rerun	target_clean_loss_reinit	target_clean_acc_reinit	target_clean_loss_rerun	target_clean_acc_rerun	train_time	brew_time	test_time	train_loss_reinit	val_loss_reinit	train_acc_reinit	val_acc_reinit	train_loss_rerun	val_loss_rerun	train_acc_rerun	val_acc_rerun	train_loss_clean	val_loss_clean	train_acc_clean	val_acc_clean	poisonkey	modelkey	net	vnet	ARG_net	ARG_dataset	ARG_recipe	ARG_threatmodel	ARG_scenario	ARG_poisonkey	ARG_modelkey	ARG_deterministic	ARG_eps	ARG_budget	ARG_targets	ARG_patch_size	ARG_name	ARG_table_path	ARG_poison_path	ARG_data_path	ARG_modelsave_path	ARG_mixing_method	ARG_mixing_disable_correction	ARG_mixing_strength	ARG_disable_adaptive_attack	ARG_defend_features_only	ARG_gradient_noise	ARG_gradient_clip	ARG_defense_type	ARG_defense_strength	ARG_defense_steps	ARG_defense_targets	ARG_filter_defense	ARG_padversarial	ARG_pmix	ARG_attackoptim	ARG_attackiter	ARG_init	ARG_tau	ARG_scheduling	ARG_target_criterion	ARG_restarts	ARG_load_patch	ARG_pbatch	ARG_pshuffle	ARG_paugment	ARG_data_aug	ARG_full_data	ARG_ensemble	ARG_stagger	ARG_step	ARG_max_epoch	ARG_ablation	ARG_loss	ARG_centreg	ARG_normreg	ARG_repel	ARG_nadapt	ARG_clean_grad	ARG_vruns	ARG_vnet	ARG_retrain_from_init	ARG_skip_clean_training	ARG_pretrained_model	ARG_pretrain_dataset	ARG_optimization	ARG_epochs	ARG_lr	ARG_noaugment	ARG_lmdb_path	ARG_cache_dataset	ARG_benchmark	ARG_benchmark_idx	ARG_dryrun	ARG_save	ARG_local_rank	val_acc_base_clean	val_acc_target_clean	val_acc_base_rerun	val_acc_target_rerun	val_acc_base_reinit	val_acc_target_reinit
0.01	16	horse	dog	dog	1.2948851585388184	0.0			0.19343262910842896	signAdam	100	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	3	True	1.0	0	3.031976842880249	0.0			0.3725500702857971	1.0			0:03:16.234632	0:07:25.150535	0:03:53.119802	0.5025961171940464	0.5389116202728658	0.82596	0.8134813481348134					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	100	randn	0.1	True	cross-entropy	3		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			0.677	0.8628628628628628			0.69	0.8788788788788788
0.01	16	horse	dog	dog	2.0732316970825195	0.0			0.2540163993835449	signAdam	25	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	1	True	1.0	0	2.354155111312866	0.0			0.22840455174446106	1.0			0:03:15.963475	0:00:33.217335	0:03:14.618862	0.6539316197947773	0.6786584601372103	0.77112	0.763976397639764					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	25	randn	0.1	True	cross-entropy	1		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			0.677	0.8628628628628628			0.646	0.8248248248248248
0.01	16	horse	dog	dog	2.0732316970825195	0.0			0.2540163993835449	signAdam	25	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	1	True	1.0	0	2.354155111312866	0.0			0.22840455174446106	1.0			0:03:09.264662	0:00:35.556120	0:03:16.655174	0.6539316197947773	0.6786584601372103	0.77112	0.763976397639764					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	25	randn	0.1	True	cross-entropy	1		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			0.677	0.8628628628628628			0.646	0.8248248248248248
0.01	16	horse	dog	dog	2.0732316970825195	0.0			0.2540163993835449	signAdam	25	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	1	True	1.0	0	2.354155111312866	0.0			0.22840455174446106	1.0			0:03:18.901107	0:00:37.899679	0:03:16.078325	0.6539316197947773	0.6786584601372103	0.77112	0.763976397639764					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	25	randn	0.1	True	cross-entropy	1		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			0.677	0.8628628628628628			0.646	0.8248248248248248
0.01	16	horse	dog	dog	2.0732316970825195	0.0			0.2540163993835449	signAdam	25	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	1	True	1.0	0	2.354155111312866	0.0			0.22840455174446106	1.0			0:03:13.875494	0:00:33.572457	0:03:15.361391	0.6539316197947773	0.6786584601372103	0.77112	0.763976397639764					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	25	randn	0.1	True	cross-entropy	1		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			True	0.677	0.8628628628628628			0.646	0.8248248248248248
0.01	16	horse	dog	dog	2.0732316970825195	0.0			0.2540163993835449	signAdam	25	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	1	True	1.0	0	2.354155111312866	0.0			0.22840455174446106	1.0			0:05:58.430830	0:00:35.477233	0:06:07.102007	0.6539316197947773	0.6786584601372103	0.77112	0.763976397639764					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	25	randn	0.1	True	cross-entropy	1		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			False	0.677	0.8628628628628628			0.646	0.8248248248248248
0.01	16	horse	dog	dog	2.0732316970825195	0.0			0.2540163993835449	signAdam	25	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	1	True	1.0	0	2.354155111312866	0.0			0.22840455174446106	1.0			0:05:59.418607	0:00:36.152817	0:06:07.954431	0.6539316197947773	0.6786584601372103	0.77112	0.763976397639764					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	25	randn	0.1	True	cross-entropy	1		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			True	0.677	0.8628628628628628			0.646	0.8248248248248248
0.01	16	horse	dog	dog	2.4004616737365723	0.0			0.17748236656188965	signAdam	250	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	8	True	1.0	0	2.786467170715332	0.0			0.10997670143842697	1.0			0:03:10.742934	0:38:25.096008	0:03:12.984665	0.49540818545519544	0.5482628967943071	0.82836	0.8105810581058106					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	250	randn	0.1	True	cross-entropy	8		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False	full		False	0.677	0.8628628628628628			0.669	0.8608608608608609
0.01	16	horse	dog	dog	2.295870780944824	0.0			0.17817723751068115	signAdam	250	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	4	True	1.0	0	2.065328049659729	0.0			0.2789499759674072	1.0			0:03:08.410598	0:21:26.981921	0:04:07.861119	0.4961297215555635	0.5376720292658745	0.82734	0.813981398139814					0.45754702301586375	0.5308718722832354	0.84116	0.8234823482348235	0	0	ResNet18		['ResNet18']	CIFAR10	gradient-matching	single-class	from-scratch	0	0	True	16	0.01	1	8		tables/	poisons/	~/data	./models/		True		True	False									False	signAdam	250	randn	0.1	True	cross-entropy	4		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False			timed	0.677	0.8628628628628628			0.683	0.8718718718718719
0.01	16	horse	dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog	dog	0.07818976789712906	0.9880000352859497				signAdam	250	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	5	0.1	cross-entropy	8	True	1.0	0	1.9356235340237617	0.4376000165939331			5.585696220397949	0.0020000000949949026			0:01:32.035523	0:00:00.403915	0:01:35.663788	0.9889627376480785	0.9694202629725138	0.64764	0.6543157894736842					1.3662067648699827	1.3119961420694988	0.49834	0.5126315789473684	0	0	ResNet18		['ResNet18']	CIFAR10	patch	single-class	from-scratch	0	0	True	16	0.01	500	8		tables/	poisons/	~/data	./models/first_quarter/		True		True	False									False	signAdam	250	randn	0.1	True	cross-entropy	8		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	5		False		False		0	False				0.41	0.594			0.552	0.726
0.01	16	horse	dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog, dog	dog	0.00038495284388773143	1.0				signAdam	250	similarity	0.1	0	0	0	randn	512	1	1	False	True	False	False			2	default	10	0.1	cross-entropy	8	True	1.0	0	2.160022273284267	0.37000001072883604			10.287762641906738	0.0			0:03:18.682624	0:00:00.429494	0:03:16.421654	0.4590309934542917	0.525387954711914	0.84132	0.8218947368421052					0.6939218626607715	0.72924667040507	0.7561	0.7441052631578947	0	0	ResNet18		['ResNet18']	CIFAR10	patch	single-class	from-scratch	0	0	True	16	0.01	500	8		tables/	poisons/	~/data	./models/second_quarter/		True		True	False									False	signAdam	250	randn	0.1	True	cross-entropy	8		512	False	True	default	False	1		False		1.0	similarity	0	0	0	2	False	1		False	False	False		conservative	10		False		False		0	False				0.614	0.814			0.685	0.886
